,linkID,link,title,section,author,frontPageDate,postedDate
1705,1705,https://www.nairaland.com/5845131/how-nnewi-became-nigerian-town,Check Out The Nigerian Town With Largest Millionaires Per Capita - TVC,Business,OFFICIAL336,2020-05-09 10:04:00,2020-05-08 22:26:00
1706,1706,https://www.nairaland.com/5845222/pastor-oyemade-disagrees-oyedepo-oyakhilome,Pastor Oyemade Disagrees With Oyedepo &amp Oyakhilome On The Closure Of Churches,Religion,Jadsy01,2020-05-09 09:27:00,2020-05-08 23:41:00
1707,1707,https://www.nairaland.com/5845212/no-resumption-date-yet-schools,No Resumption Date Yet For Schools,Education,SirdimayG,2020-05-09 09:21:00,2020-05-08 23:34:00
1708,1708,https://www.nairaland.com/5845646/ernest-shonekan-celebrates-84th-birthday,Ernest Shonekan Celebrates His 84th Birthday Today,Politics,lalasticlala,2020-05-09 08:59:00,2020-05-09 08:35:00
1709,1709,https://www.nairaland.com/5844805/first-project-julius-berger-nigeria,The First Project By Julius Berger In Nigeria In 1965 Was In Lagos (Throwback Photo),Politics,sarrki,2020-05-09 08:46:00,2020-05-08 18:56:00
1710,1710,https://www.nairaland.com/5845631/brymo-celebrates-34th-birthday-today,Brymo Celebrates His 34th Birthday Today,Celebrities,lalasticlala,2020-05-09 08:36:00,2020-05-09 08:26:00
1711,1711,https://www.nairaland.com/5845577/covid-19-lagos-start-hydroxychloroquine-clinical,COVID-19: Lagos To Start Hydroxychloroquine Clinical Trials Next Week,Health,NaijaRoyalty,2020-05-09 08:13:00,2020-05-09 07:51:00
1712,1712,https://www.nairaland.com/5845598/ivanka-trumps-pa-tests-positive,Ivanka Trump’s PA Tests Positive For Coronavirus,Politics,lalasticlala,2020-05-09 08:09:00,2020-05-09 08:04:00
1713,1713,https://www.nairaland.com/5845574/253-nigerians-arrive-uk-taken,"253 Nigerians Arrive From UK, Taken To Isolation Centers",Travel,Tunex252,2020-05-09 08:07:00,2020-05-09 07:48:00
1714,1714,https://www.nairaland.com/5845122/lasg-raises-alarm-over-rising,LASG Raises Alarm Over Rising Cases Of Run-Away COVID-19 Positive Patients,Health,2gbasky22,2020-05-09 06:43:00,2020-05-08 22:13:00
1715,1715,https://www.nairaland.com/5845308/oshoala-wins-first-league-title,​Oshoala Wins First League Title In Europe As Barcelona Reclaim Primera Iberdro,Sports,robosky02,2020-05-09 04:48:00,2020-05-09 01:20:00
1716,1716,https://www.nairaland.com/5845417/enugu-state-records-another-case,Enugu State Records Another Case Of COVID-19,Health,OEPHIUS,2020-05-09 04:45:00,2020-05-09 04:40:00
1717,1717,https://www.nairaland.com/5845229/kano-records-5-covid-19-deaths,"Kano Records 5 COVID-19 Deaths, Discharges 2",Health,Nemere2020,2020-05-09 04:35:00,2020-05-08 23:48:00
1718,1718,https://www.nairaland.com/5845385/covid-19-osagie-ehanire-says-fgs,COVID-19: Osagie Ehanire Says FG's Mission To Kogi Failed,Health,naptu2,2020-05-09 04:26:00,2020-05-09 03:24:00
1719,1719,https://www.nairaland.com/5845214/covid-19-386-new-cases-reported,"COVID-19: 386 New Cases Reported, 10 Deaths And 78 Discharged On May 8",Health,fergie001,2020-05-09 04:20:00,2020-05-08 23:35:00
1720,1720,https://www.nairaland.com/5845140/ekiti-court-fines-man-forty,Ekiti Court Fines Man Forty Thousand Naira Over Failure To Wear Face Mask,Crime,DerickCO,2020-05-09 04:00:00,2020-05-08 22:30:00
1721,1721,https://www.nairaland.com/5845160/ogun-extends-lockdown-another-one,Ogun Extends Lockdown By One Week,Politics,kidap,2020-05-09 03:58:00,2020-05-08 22:58:00
1722,1722,https://www.nairaland.com/5843174/king-maha-vajiralongkorn-20-girlfriends,The Hotel Where Thai King Is Having Fun With His 20 Girlfriends 'Sex Soldiers' (Pics),Romance,jumia1,2020-05-08 22:10:00,2020-05-08 04:06:00
1723,1723,https://www.nairaland.com/5845061/lagos-street-commercial-hub-benin,"Lagos Street, Commercial Hub Of Benin Metropolis Shutdown By Edo Government",Politics,robosky02,2020-05-08 22:02:00,2020-05-08 21:37:00
1724,1724,https://www.nairaland.com/5845043/haruna-tambuwal-dead-aminu-tambuwas,Governor Aminu Tambuwal's Father Is Dead,Politics,lawalosky,2020-05-08 22:00:00,2020-05-08 21:22:00
1725,1725,https://www.nairaland.com/5844455/bayelsa-west-needs-leader-like,Bayelsa West Needs A Leader Like Dikson – Sagbama And Ekeremor Leaders,Politics,AnonPoet,2020-05-08 21:50:00,2020-05-08 15:33:00
1726,1726,https://www.nairaland.com/5844993/lagos-discharges-42-covid-19-patients,Lagos Discharges More 48 COVID-19 Patients,Health,NaijaRoyalty,2020-05-08 21:17:00,2020-05-08 20:49:00
1727,1727,https://www.nairaland.com/5843786/should-obey-ignorant-parents,Should You Obey Ignorant Parents?,Family,SultanOfAbia,2020-05-08 21:08:00,2020-05-08 10:42:00
1728,1728,https://www.nairaland.com/5843148/abiola-oba-oyekan-crowning-tinubu,"Abiola, Oba Oyekan At The Crowning Of Tinubu As Asiwaju Of Lagos (Throwback Photo)",Politics,sarrki,2020-05-08 20:23:00,2020-05-08 03:17:00
1729,1729,https://www.nairaland.com/5844891/fire-burns-shops-cars-ibadan,"Fire Burns Shops, Cars In Ibadan. Two Feared Dead (Photos)",Properties,Crownbefitsme,2020-05-08 20:14:00,2020-05-08 19:48:00
1730,1730,https://www.nairaland.com/5844841/kano-covid-19-patients-hold-doctors,Kano COVID-19 Patients Hold Doctors And Nurse Hostage,Health,dre11,2020-05-08 19:41:00,2020-05-08 19:15:00
1731,1731,https://www.nairaland.com/5844815/covid-19-self-isolation-policy-failed-osagie,"COVID-19: Our Self-Isolation Policy Has Failed – Health Minister, Osagie",Health,ijustdey,2020-05-08 19:23:00,2020-05-08 19:02:00
1732,1732,https://www.nairaland.com/5841694/craziest-thing-partner-ever-asked,The Craziest Thing Your Partner Ever Asked You To Do?,Romance,Starberg,2020-05-08 19:13:00,2020-05-07 12:28:00
1733,1733,https://www.nairaland.com/5844703/buhari-osinbajos-whereabouts-arewa-youths,Buhari/Osinbajo’s Whereabouts: Arewa Youths Call For Femi Adesina’s Resignation,Politics,Racoon,2020-05-08 18:14:00,2020-05-08 17:47:00
1734,1734,https://www.nairaland.com/5844582/mutari-dauda-dead-buharis-nephew,"President Buhari's Nephew, Mutari Dauda Is Dead",Politics,Kwanza,2020-05-08 18:10:00,2020-05-08 16:42:00
1735,1735,https://www.nairaland.com/5844563/igwe-john-umenyiora-dead,"Dilly Umenyiora's Father, Igwe John Umenyiora Of Ogbunike Kingdom Is Dead",Culture,Kachifo3,2020-05-08 17:36:00,2020-05-08 16:31:00
1736,1736,https://www.nairaland.com/5843836/pregnant-woman-kills-husband-nasarawa,22-Year-Old Pregnant Woman Kills Her Husband Over A Phone Call With Another Woman,Crime,nairapark,2020-05-08 17:07:00,2020-05-08 11:00:00
1737,1737,https://www.nairaland.com/5844568/dunamis-distributes-food-items-4th,Dunamis Distributes Food Items For The 4th Time (Photos),Religion,owukpa,2020-05-08 17:02:00,2020-05-08 16:34:00
1738,1738,https://www.nairaland.com/5843735/ikyogen-hills-cattle-ranch-benue,The Ikyogen Hills And Cattle Ranch In Benue,Travel,oikyuravya,2020-05-08 16:40:00,2020-05-08 10:25:00
1739,1739,https://www.nairaland.com/5842121/whats-cost-building-self-contained,How Much Will It Cost To Build A Self Contained Apartment?,Properties,NaijadrivaCars,2020-05-08 16:33:00,2020-05-07 15:41:00
1740,1740,https://www.nairaland.com/5844320/names-supreme-court-justices-quashed,Names Of Supreme Court Justices That Quashed Orji Uzor Kalu's Conviction,Politics,kahal29,2020-05-08 16:04:00,2020-05-08 14:39:00
1741,1741,https://www.nairaland.com/5843990/seyi-makinde-only-dry-catarrh,"""Seyi Makinde Only Had Dry Catarrh, Not COVID-19"" – Senator Andulfatai Buhari",Politics,TeeBabss,2020-05-08 16:01:00,2020-05-08 12:06:00
1742,1742,https://www.nairaland.com/5844313/people-celebrate-orji-kalus-supreme,Photos Of People Celebrating Orji Kalu's Supreme Court Victory In Abia,Politics,Kosiso12,2020-05-08 15:29:00,2020-05-08 14:37:00
1743,1743,https://www.nairaland.com/5844330/gombe-covid-19-patients-protest-ill-treatment,"Again, COVID-19 Patients Protest Ill-Treatment &amp Hunger In Gombe",Health,fergie001,2020-05-08 15:22:00,2020-05-08 14:45:00
1744,1744,https://www.nairaland.com/5844287/wike-orders-auction-adamawa-trucks,"Governor Wike Orders Auction Of Adamawa Trucks, Cattle For Breach Of Lockdown (Photo)",Politics,robosky02,2020-05-08 15:14:00,2020-05-08 14:22:00
1745,1745,https://www.nairaland.com/5840039/covid-19-why-some-patients-run,COVID-19: Why Do Some Patients Run Away From Isolation Centres?,Health,sholarr12,2020-05-08 14:54:00,2020-05-06 17:56:00
1746,1746,https://www.nairaland.com/5844047/fiancee-deletes-chat-facebook-after,"""What I Discovered When I Took My Fiancee's Phone While She Was Asleep""",Romance,MichealKin50,2020-05-08 14:32:00,2020-05-08 12:26:00
1747,1747,https://www.nairaland.com/5841976/ned-nwokos-stars-university-idumuje-ugboko,"Billionaire Ned Nwoko's Stars University Nears Completion (Pix, Video)",Education,mauriebloss,2020-05-08 14:24:00,2020-05-07 14:28:00
1748,1748,https://www.nairaland.com/5844193/efcc-ready-re-arraign-orji-kalu,We Are Ready To Re-Arraign Orji Kalu Immediately - EFCC,Politics,NaijaRoyalty,2020-05-08 14:06:00,2020-05-08 13:41:00
1749,1749,https://www.nairaland.com/5844115/distressed-3-storey-building-no-7,LASEMA Raises Alarm Over Distressed 3-Storey Building (Photo),Properties,Perfecttouchade,2020-05-08 13:46:00,2020-05-08 13:02:00
1750,1750,https://www.nairaland.com/5844108/naphtali-kefas-dead-taraba-commissioner,"Taraba Commissioner For Poverty Alleviation, Kefas Is Dead",Politics,fergie006,2020-05-08 13:42:00,2020-05-08 12:59:00
1751,1751,https://www.nairaland.com/5843114/monitor-lizard-governor-ben-ayade,Photos Of The Monitor Lizard Governor Ben Ayade Caught While On Inspection,Politics,Dapromzy333,2020-05-08 13:12:00,2020-05-08 02:22:00
1752,1752,https://www.nairaland.com/5843994/ncdc-donates-ppe-ogun-nurses,"NCDC Donates PPE To Nurses Wearing Polythene Bags, After Politics Nigeria's Report",Health,aminulive,2020-05-08 12:52:00,2020-05-08 12:07:00
1753,1753,https://www.nairaland.com/5844034/onome-ebi-celebrates-37th-birthday,"Footballer, Onome Ebi Celebrates Her 37th Birthday (Photos)",Sports,fergie001,2020-05-08 12:40:00,2020-05-08 12:22:00
1754,1754,https://www.nairaland.com/5844003/rrs-rushes-pregnant-woman-gave,RRS Rushes Pregnant Woman Who Gave Birth On The Road To Hospital (Photos),Health,References,2020-05-08 12:23:00,2020-05-08 12:08:00
1755,1755,https://www.nairaland.com/5843935/supreme-court-victory-orji-uzor,Supreme Court Victory: Orji Uzor Kalu Reacts,Politics,Kosiso12,2020-05-08 12:15:00,2020-05-08 11:41:00
1756,1756,https://www.nairaland.com/5843797/tips-passing-online-video-interview,Tips For Passing Online Or Video Interview,Career,JARUSHUB,2020-05-08 12:08:00,2020-05-08 10:46:00
1757,1757,https://www.nairaland.com/5843708/militia-leader-orjondu-killed-benue,Militia Leader 'Orjondu' Killed In Benue (Graphic Photos),Crime,Modsfav,2020-05-08 11:55:00,2020-05-08 10:15:00
1758,1758,https://www.nairaland.com/5843264/almajiris-rejected-parents-scorned-society,"""Almajiris: Rejected By Parents, Scorned By Society &amp Abused By Politicians""",Religion,ikorodureporta,2020-05-08 11:38:00,2020-05-08 06:32:00
1759,1759,https://www.nairaland.com/5843762/supreme-court-nullifies-orji-uzor,Supreme Court Nullifies Orji Uzor Kalu's Conviction,Politics,Shobowalebola,2020-05-08 11:30:00,2020-05-08 10:36:00
1760,1760,https://www.nairaland.com/5842870/lockdown-governor-wike-pardons-pregnant,Lockdown: Governor Wike Pardons A Pregnant Woman (Video),Politics,Africandope,2020-05-08 11:13:00,2020-05-07 22:25:00
1761,1761,https://www.nairaland.com/5842633/thomas-thabane-lesothos-80-year-old-pm,Lesotho's 80-Year-Old PM Says He Is No Longer 'Energetic' &amp Plans To Step Down (Pix),Politics,TheCalculator,2020-05-08 11:08:00,2020-05-07 20:00:00
1762,1762,https://www.nairaland.com/5843599/9-year-old-tests-positive-covid-19-enugu,9-Year-Old Tests Positive For COVID-19 In Enugu,Health,Nemere2020,2020-05-08 10:52:00,2020-05-08 09:30:00
1763,1763,https://www.nairaland.com/5843779/akin-abayomi-didnt-test-positive,"""I Did Not Test Positive For Coronavirus"" - Lagos Health Commissioner, Prof. Abayomi",Health,lalasticlala,2020-05-08 10:43:00,2020-05-08 10:41:00
1764,1764,https://www.nairaland.com/5842857/lack-protective-equipment-doctors-absconding,Lack Of Protective Equipment: Doctors Absconding From Hospitals - Daily Trust,Health,Islie,2020-05-08 10:33:00,2020-05-07 22:16:00
1765,1765,https://www.nairaland.com/5842865/coronavirus-doctor-mohammed-kumshe-dies,Photo Of Borno Doctor Who Died Of Coronavirus Disease,Health,fergie006,2020-05-08 10:25:00,2020-05-07 22:20:00
1766,1766,https://www.nairaland.com/5843418/many-katsina-banditry-major-challenge,"For Many In Katsina, Banditry Is The Major Challenge, Not COVID-19 – Governor Masari",Politics,Perfecttouchade,2020-05-08 10:10:00,2020-05-08 08:06:00
1767,1767,https://www.nairaland.com/5843399/abdulrazak-habib-treated-coronavirus-black,"COVID-19: I Was Treated With Black Seed, Others - Kano Task Force Co-Chairman",Health,NaijaRoyalty,2020-05-08 10:04:00,2020-05-08 07:52:00
1768,1768,https://www.nairaland.com/5827684/dreaming-late-dad-crying,"""Dreaming About My Late Dad Crying""",Religion,T4taiwo,2020-05-08 09:49:00,2020-04-30 21:33:00
1769,1769,https://www.nairaland.com/5843205/virtues-last-ten-days-ramadan,The Virtues Of The Last Ten Days Of Ramadan,Religion,Lukgaf,2020-05-08 09:43:00,2020-05-08 05:13:00
1770,1770,https://www.nairaland.com/5843182/covid-19-how-someone-wearing-ppe,COVID-19: How Can Someone Wearing PPE Perform Ablution For Solah?,Religion,Lukgaf,2020-05-08 09:34:00,2020-05-08 04:22:00
1771,1771,https://www.nairaland.com/2389432/quranic-verses-hadith-month-ramadan,Quranic Verses And Hadith In The Month Of Ramadan And Fasting,Religion,Aminat508,2020-05-08 09:30:00,2015-06-18 22:13:00
1772,1772,https://www.nairaland.com/5843196/listening-music-ramadan,Listening To Music In Ramadan,Religion,Lukgaf,2020-05-08 09:29:00,2020-05-08 04:54:00
1773,1773,https://www.nairaland.com/5843404/fresh-lockdown-possible-sani-aliyu,Fresh Lockdown Possible - Presidential Task Force Coordinator Warns,Politics,Tunex252,2020-05-08 09:08:00,2020-05-08 07:55:00
1774,1774,https://www.nairaland.com/5843252/covid-19-patient-dies-commercial-bus,COVID-19 Patient Dies In Commercial Bus In Niger State,Health,Crownbefitsme,2020-05-08 08:52:00,2020-05-08 06:19:00
1775,1775,https://www.nairaland.com/5843131/ben-chijioke-ty-dies-coronavirus,"Nigerian-British Rapper, Ben Chijioke 'TY' Dies Of Coronavirus Disease",Celebrities,Libracfa,2020-05-08 08:39:00,2020-05-08 02:54:00
1776,1776,https://www.nairaland.com/5843258/5-signs-not-prepared-job,5 Signs That You Are Not Prepared For A Job Interview,Jobs/Vacancies,PatrickOkunima,2020-05-08 08:13:00,2020-05-08 06:26:00
1777,1777,https://www.nairaland.com/5843255/inec-issue-fresh-modalities-edo,"INEC To Issue Fresh Modalities For Edo, Ondo Governorship Elections",Politics,dre11,2020-05-08 08:06:00,2020-05-08 06:22:00
1778,1778,https://www.nairaland.com/5843349/gov-ugwuanyi-monitors-compliance-enugu-abia,Gov. Ugwuanyi Monitors Compliance At Enugu-Abia Boundary (Pictures),Politics,OEPHIUS,2020-05-08 08:06:00,2020-05-08 07:26:00
1779,1779,https://www.nairaland.com/5843342/fg-completes-new-orashi-bridge,FG Completes New Orashi Bridge Linking Imo And Anambra States (Pictures),Politics,Abagworo,2020-05-08 08:04:00,2020-05-08 07:22:00
1780,1780,https://www.nairaland.com/5843269/petrol-price-reduction-wont-immediate,Petrol Price Reduction Won’t Be Immediate - Marketers,Politics,valentineuwakwe,2020-05-08 07:54:00,2020-05-08 06:37:00
1781,1781,https://www.nairaland.com/5843291/covid-19-abia-relaxes-lockdown-work,"COVID-19: Abia Relaxes Lockdown, Work Resumes, Worship Centres, Markets To Open",Politics,EBMedia,2020-05-08 07:48:00,2020-05-08 06:52:00
1782,1782,https://www.nairaland.com/5843243/covid-19-why-buhari-turned-down,COVID-19: Why Buhari Turned Down Ganduje’s N15 Billion Request – Femi Adesina,Politics,dre11,2020-05-08 07:48:00,2020-05-08 06:12:00
1783,1783,https://www.nairaland.com/5842786/millie-small-bournvita-girl-dies,"Millie Small, The Bournvita Girl Dies At Age 72",Celebrities,Jadsy01,2020-05-08 07:27:00,2020-05-07 21:28:00
1784,1784,https://www.nairaland.com/5843228/security-beefed-up-enugu-boundaries,Security Beefed Up At Enugu Boundaries Over Almajiri Influx,Politics,OEPHIUS,2020-05-08 05:59:00,2020-05-08 05:45:00
1785,1785,https://www.nairaland.com/5843195/kogi-orders-ncdc-officials-fact-finding,Kogi Orders NCDC Officials On Fact-Finding Mission To Go On 14-Day Isolation,Politics,Yenny4real,2020-05-08 05:58:00,2020-05-08 04:54:00
1786,1786,https://www.nairaland.com/5843186/how-recovered-without-infecting-anybody,How I Recovered From COVID-19 Without Infecting Anybody - Edo Speaker,Politics,EsomahJD,2020-05-08 05:57:00,2020-05-08 04:27:00
1787,1787,https://www.nairaland.com/5843000/covid-19-adams-oshiomole-sends-thank,COVID-19: APC National Chairman Sends Thank You Message To Front-Line Workers,Politics,CHIOMAEZEH,2020-05-08 05:30:00,2020-05-08 00:07:00
1788,1788,https://www.nairaland.com/5842949/breaking-kano-discharges-health-commissioner15,"Kano Discharges Health Commissioner, 15 Other COVID-19 Patients",Health,olasco18,2020-05-08 05:25:00,2020-05-07 23:20:00
1789,1789,https://www.nairaland.com/5842950/covid-19-381-new-cases-reported,"COVID-19: 381 New Cases Reported, 4 Deaths And 67 Discharged On May 7",Health,References,2020-05-07 23:32:00,2020-05-07 23:20:00
1790,1790,https://www.nairaland.com/5835805/tips-dating-nigerian-woman-america,Tips For Dating A Nigerian Woman In America,Romance,pDudd,2020-05-07 22:02:00,2020-05-04 19:59:00
1791,1791,https://www.nairaland.com/5842439/lockdown-wike-orders-auction-seized,Lockdown: Governor Wike Orders Auction Of Seized Vehicles,Politics,BleedingPen,2020-05-07 22:00:00,2020-05-07 18:05:00
1792,1792,https://www.nairaland.com/5842512/ondo-sends-back-almajiris-sokoto,Ondo Sends Back Almajiris From Sokoto,Travel,Juliusmalema,2020-05-07 21:55:00,2020-05-07 18:47:00
1793,1793,https://www.nairaland.com/5835970/soldier-python-killed-front-line,"""The Big Python We Killed At Front Line"": Soldier Shares Photo",General,Dagger111,2020-05-07 21:16:00,2020-05-04 21:20:00
1794,1794,https://www.nairaland.com/5842495/trumps-staff-tests-positive-coronavirus,President Trump's Staff Tests Positive For Coronavirus,Politics,Indahosa,2020-05-07 21:10:00,2020-05-07 18:40:00
1795,1795,https://www.nairaland.com/5842585/list-covid-19-lagos-state-donors,List Of COVID-19 Lagos State Donors,Politics,Enn214,2020-05-07 20:39:00,2020-05-07 19:34:00
1796,1796,https://www.nairaland.com/5842538/lagos-discharges-48-coronavirus-patients,Lagos Discharges 48 Coronavirus Patients Today,Health,fergie001,2020-05-07 20:09:00,2020-05-07 19:08:00
1797,1797,https://www.nairaland.com/5842359/umumbo-omor-clash-anambra-many,"Many Feared Dead, 300 Injured, 50 Missing As Two Anambra Communities Clash",Crime,Ctorch,2020-05-07 20:04:00,2020-05-07 17:26:00
1798,1798,https://www.nairaland.com/5842352/dahiru-saleh-dead-judge-annulled,Judge Who Annulled June 12 Election Is Dead,Politics,Ecstasy154,2020-05-07 19:14:00,2020-05-07 17:23:00
1799,1799,https://www.nairaland.com/5842460/dickson-consoles-buratai-bichi-modu-sheriff,"Dickson Consoles Buratai, Bichi And Modu-Sheriff Over Death Of Their Parents",Politics,AnonPoet,2020-05-07 19:10:00,2020-05-07 18:17:00
1800,1800,https://www.nairaland.com/5842313/governor-wike-catches-defaulters-lockdown,More Pictures As Wike Catches Defaulters Of Lockdown,Politics,GreatResearcher1,2020-05-07 18:41:00,2020-05-07 17:05:00
1801,1801,https://www.nairaland.com/5842278/fayose-wants-data-prices-reduced,COVID-19 Lockdown: Reduce Data Prices For Nigerians - Fayose,Politics,ghettokid1,2020-05-07 18:04:00,2020-05-07 16:49:00
1802,1802,https://www.nairaland.com/5842220/lagos-records-2-covid-19-deaths,Another 2 Patients Die Of Coronavirus Disease In Lagos,Health,Nemere2020,2020-05-07 17:27:00,2020-05-07 16:23:00
1803,1803,https://www.nairaland.com/5842279/muazu-brahji-dies-covid-19-isolation,Yobe Director Dies At COVID-19 Isolation Centre,Health,etokhana,2020-05-07 17:15:00,2020-05-07 16:50:00
1804,1804,https://www.nairaland.com/5842195/enugu-intercepts-more-vehicles-passengers,Enugu Intercepts More Vehicles With Passengers Violating Lockdown (Photos),Travel,OEPHIUS,2020-05-07 17:08:00,2020-05-07 16:10:00
1805,1805,https://www.nairaland.com/5841965/covid-19-niger-state-government-reacts,"COVID-19: Niger State Government Reacts To Protest Video, Says It's Fake",Politics,Chiefpress,2020-05-07 16:42:00,2020-05-07 14:25:00
1806,1806,https://www.nairaland.com/5842187/coronavirus-10-lagos-government-house,Coronavirus: 10 Lagos State Government House Workers Test Positive,Health,themomentng,2020-05-07 16:27:00,2020-05-07 16:08:00
1807,1807,https://www.nairaland.com/5842030/matawalle-appoints-sanusi-mohammed-new,Governor Matawalle Appoints Sanusi Mohammed As New Emir Of Kaura-Namoda,Politics,ariefadenco,2020-05-07 16:05:00,2020-05-07 14:53:00
1808,1808,https://www.nairaland.com/5842053/governor-wike-monitors-port-harcourt-lockdown,Governor Wike Monitors Port Harcourt Lockdown. Many Defaulters Arrested (Photos),Politics,ChiefAfonja,2020-05-07 15:39:00,2020-05-07 15:06:00
1809,1809,https://www.nairaland.com/5842055/fresh-319m-abacha-loot-uk,"Fresh $319 Million Abacha Loot In UK, France - US",Politics,NaijaRoyalty,2020-05-07 15:30:00,2020-05-07 15:08:00
1810,1810,https://www.nairaland.com/5841414/sa-parliament-zoom-meeting-hacked,"South African Parliament Zoom Meeting Hacked With Porn Images, Racial Abuse",Politics,TMKsouth,2020-05-07 14:56:00,2020-05-07 10:27:00
1811,1811,https://www.nairaland.com/5841722/saudi-arabia-sets-up-self-sanitization,Saudi Arabia Sets Up Self-Sanitization Gates In Mecca’s Grand Mosque (Photos),Health,JasOnKruegEr,2020-05-07 14:13:00,2020-05-07 12:38:00
1812,1812,https://www.nairaland.com/5841882/ato-owner-star-shawarma-detained,"Owner Of Star Shawarma Detained By EFCC Officials In Makurdi Over N1,600 (Video)",Crime,JosWatchDog,2020-05-07 14:00:00,2020-05-07 13:45:00
1813,1813,https://www.nairaland.com/5822857/cant-stop-thinking-him,"""I Can't Stop Thinking About Him""",Romance,Filomena,2020-05-07 13:39:00,2020-04-28 18:13:00
1814,1814,https://www.nairaland.com/5839770/wife-sent-packing-questioning-husband,Wife Sent Packing For Doing This,Family,instinct57vm,2020-05-07 13:10:00,2020-05-06 15:31:00
1815,1815,https://www.nairaland.com/5841618/muaz-magaji-tests-positive-covid-19,"Kano Commissioner Sacked For Celebrating Kyari’s Death, Tests Positive For COVID-19",Politics,DonDemu,2020-05-07 12:48:00,2020-05-07 11:58:00
1816,1816,https://www.nairaland.com/5841431/university-benin-scientists-unveil-ventilators,COVID-19: University Of Benin Scientists Unveil Ventilators (Photo),Health,freshkpomo,2020-05-07 12:36:00,2020-05-07 10:33:00
1817,1817,https://www.nairaland.com/5839875/covid-19-51000-cases-africa-17000,"COVID-19: 51,000 Cases In Africa. 17000 Recoveries, 1900 Deaths (See Country Figures)",Health,ghettokid1,2020-05-07 12:11:00,2020-05-06 16:24:00
1818,1818,https://www.nairaland.com/5841255/covid-19-oyo-discharges-2-catches,"COVID-19: Oyo Discharges 2, Catches 1 Escapee As Another Absconds To The North",Health,fergie006,2020-05-07 11:50:00,2020-05-07 09:22:00
1819,1819,https://www.nairaland.com/5841237/prof-monsuru-emiola-dies-kano,"Another Professor At The Bayero University, Kano Has Died",Education,References,2020-05-07 11:34:00,2020-05-07 09:16:00
1820,1820,https://www.nairaland.com/5841090/covid-19-anxiety-edo-over-110,"COVID-19: Anxiety In Edo Over 110 Travelers From Kano, Rivers",Travel,Ctorch,2020-05-07 11:28:00,2020-05-07 07:59:00
1821,1821,https://www.nairaland.com/5840731/niger-state-covid-19-patients-protest,"Niger State COVID-19 Patients Protest Over Poor Treatment (Photos, Video)",Health,Nemere2020,2020-05-07 10:50:00,2020-05-07 00:45:00
1822,1822,https://www.nairaland.com/5840638/pelumi-fadodun-missing-boy-pictured,This Boy Is Missing. Have You Seen Him? (Pictured),Family,oluspicy,2020-05-07 10:28:00,2020-05-06 23:26:00
1823,1823,https://www.nairaland.com/5841364/covid-19-flour-mills-nigeria-distributes,"COVID-19: Flour Mills Of Nigeria Distributes 35,000 Test Kits To Kano, 14 States",Health,AnonPoet,2020-05-07 10:22:00,2020-05-07 10:04:00
1824,1824,https://www.nairaland.com/5841183/port-harcourt-obio-akpor-lgas-lockdown,Port Harcourt And Obio/Akpor LGAs Lockdown Begins Today (Photos),Travel,Owiii,2020-05-07 10:12:00,2020-05-07 08:50:00
1825,1825,https://www.nairaland.com/5841202/40-lagos-bound-travellers-kano-intercepted,40 Lagos-Bound Travellers From Kano Intercepted At Niger State,Travel,NaijaRoyalty,2020-05-07 10:02:00,2020-05-07 09:01:00
1826,1826,https://www.nairaland.com/5841117/personalities-n1000-note-wear-face-masks,Personalities On N1000 Note Rock Face-Masks As Artist Draws Note On The Wall,Science/Technology,thablogger,2020-05-07 09:20:00,2020-05-07 08:15:00
1827,1827,https://www.nairaland.com/5841011/car-crushes-man-making-video,Car Crushes Man Making Video Call To Girlfriend On Abeokuta-Siun-Sagamu Expressway,Travel,Crownbefitsme,2020-05-07 09:10:00,2020-05-07 07:19:00
1828,1828,https://www.nairaland.com/5840012/bishop-oyedepo-wrong-allow-people,"""It's Wrong To Allow People In Market And Not In Church"" - Bishop Oyedepo",Religion,Chimezirim121,2020-05-07 08:36:00,2020-05-06 17:42:00
1829,1829,https://www.nairaland.com/5840822/suspected-killers-uniport-rsu-students,"Suspected Killers Of UNIPORT, RSU Students Unmasked (Pictures)",Crime,brojoes5030,2020-05-07 08:27:00,2020-05-07 03:06:00
1830,1830,https://www.nairaland.com/5841031/german-chancellor-authorizes-bundesliga-resume,German Chancellor Authorizes The Bundesliga To Resume This Month,Sports,ogbiwa,2020-05-07 07:43:00,2020-05-07 07:33:00
1831,1831,https://www.nairaland.com/5841017/el-rufai-northern-governors-ready-confront,Northern Governors Ready To Confront Anyone Opposed To Ending Almajiri - El-Rufai,Politics,bolaayenimo,2020-05-07 07:37:00,2020-05-07 07:27:00
1832,1832,https://www.nairaland.com/5840990/gloomy-outlook-states-federation-account,Gloomy Outlook For States As Federation Account Falls,Politics,Crownbefitsme,2020-05-07 07:33:00,2020-05-07 07:10:00
1833,1833,https://www.nairaland.com/5840964/ngf-security-agents-must-stop,Security Agents Must Stop Violation Of Interstate Lockdown - NGF,Politics,Crownbefitsme,2020-05-07 07:30:00,2020-05-07 06:44:00
1834,1834,https://www.nairaland.com/5840959/femi-gbajabiamila-inspects-isolation-centre,"Femi Gbajabiamila Inspects Isolation Centre Donated By Sahara, Thisday And CCECC",Politics,Discovery4today,2020-05-07 07:28:00,2020-05-07 06:36:00
